cell_ID,cell_type,n_counts,cellType,n_genes
548,eNeuron,20500.0,eNeuron,5704
549,eNeuron,17208.0,eNeuron,4788
550,eNeuron,8292.0,eNeuron,3173
551,eNeuron,16396.0,eNeuron,4553
552,eNeuron,11076.0,eNeuron,3791
553,eNeuron,18815.0,eNeuron,5388
554,eNeuron,9948.0,eNeuron,3449
555,eNeuron,9130.0,eNeuron,3274
556,eNeuron,24680.0,eNeuron,5383
557,eNeuron,15617.0,eNeuron,5156
558,eNeuron,20614.0,eNeuron,5334
559,eNeuron,9347.0,eNeuron,3714
560,eNeuron,7856.0,eNeuron,3307
561,eNeuron,9287.0,eNeuron,3592
562,eNeuron,7334.0,eNeuron,2950
563,eNeuron,14320.0,eNeuron,4172
564,Olig,5374.0,Olig,1577
565,Olig,23508.0,Olig,4288
566,Olig,36376.0,Olig,5792
567,Olig,23606.0,Olig,3910
568,Olig,27995.0,Olig,3860
569,Olig,17002.0,Olig,3785
570,Olig,24504.0,Olig,4896
571,Olig,14607.0,Olig,2966
572,Olig,20305.0,Olig,3114
573,Olig,15442.0,Olig,3466
574,Olig,17733.0,Olig,3723
575,Olig,5668.0,Olig,1715
576,Olig,9746.0,Olig,2965
577,Olig,15257.0,Olig,3579
578,Olig,7604.0,Olig,2825
579,Olig,10689.0,Olig,3333
580,Olig,12339.0,Olig,3418
581,Olig,12156.0,Olig,3562
582,Olig,5581.0,Olig,2082
583,Olig,12834.0,Olig,3357
584,Olig,8486.0,Olig,3076
585,Olig,13082.0,Olig,3686
586,Olig,6841.0,Olig,2166
587,Olig,9302.0,Olig,2907
588,Olig,3345.0,Olig,1502
589,Olig,9331.0,Olig,2784
590,Olig,8247.0,Olig,2698
591,Olig,4131.0,Olig,1948
592,Olig,5871.0,Olig,1827
593,Olig,9388.0,Olig,2734
594,Olig,6524.0,Olig,2344
595,Olig,13119.0,Olig,2563
596,Olig,13610.0,Olig,2735
597,Olig,13917.0,Olig,2933
598,Olig,32849.0,Olig,3925
599,Olig,23214.0,Olig,3678
600,Olig,31752.0,Olig,3540
601,Olig,18980.0,Olig,3013
602,Olig,43937.0,Olig,5295
603,Olig,14544.0,Olig,3646
604,Olig,26466.0,Olig,5716
605,Olig,22038.0,Olig,4485
606,Olig,14300.0,Olig,3102
607,Olig,28244.0,Olig,5019
608,Olig,23638.0,Olig,3810
609,Olig,14769.0,Olig,4683
610,Olig,19551.0,Olig,5183
611,Olig,11496.0,Olig,3433
612,Olig,21868.0,Olig,4970
613,Olig,7404.0,Olig,2698
614,Olig,5840.0,Olig,2259
615,Olig,8526.0,Olig,2954
616,Olig,10393.0,Olig,2714
617,Olig,16772.0,Olig,5411
618,Olig,10782.0,Olig,3247
619,Olig,8337.0,Olig,2767
620,Olig,7908.0,Olig,2638
621,Olig,4233.0,Olig,1922
622,Olig,8040.0,Olig,2670
623,Olig,6114.0,Olig,2286
624,Olig,2778.0,Olig,1340
625,Olig,6636.0,Olig,1827
626,Olig,6656.0,Olig,2182
627,Olig,12197.0,Olig,2969
628,Olig,8276.0,Olig,2421
629,Olig,19788.0,Olig,3385
630,Olig,8437.0,Olig,1812
631,Olig,12693.0,Olig,2818
632,Olig,14831.0,Olig,2911
633,Olig,12675.0,Olig,3524
634,Olig,11752.0,Olig,2764
635,Olig,15712.0,Olig,3116
636,Olig,10219.0,Olig,3097
637,Olig,13663.0,Olig,3169
638,Olig,13274.0,Olig,2827
639,Olig,10994.0,Olig,2975
640,Olig,13509.0,Olig,4206
641,Olig,15068.0,Olig,3673
642,Olig,18163.0,Olig,4439
643,Olig,10637.0,Olig,2578
644,Olig,21831.0,Olig,4841
645,Olig,12240.0,Olig,3189
646,Olig,18184.0,Olig,4262
647,Olig,13967.0,Olig,3442
648,Olig,20984.0,Olig,5105
649,Olig,12357.0,Olig,3045
650,Olig,13042.0,Olig,3468
651,Olig,23544.0,Olig,5516
652,Olig,10813.0,Olig,2980
653,Olig,19133.0,Olig,4312
654,Olig,21406.0,Olig,4407
655,Olig,14498.0,Olig,3682
656,Olig,14694.0,Olig,3501
657,Olig,21016.0,Olig,3586
658,Olig,13111.0,Olig,3661
659,Olig,26160.0,Olig,4842
660,Olig,13391.0,Olig,3499
661,Olig,12083.0,Olig,3322
662,Olig,9754.0,Olig,2844
663,Olig,5985.0,Olig,1853
664,Olig,7936.0,Olig,2384
665,Olig,5758.0,Olig,2220
666,Olig,11536.0,Olig,3129
667,Olig,10388.0,Olig,3142
668,Olig,9419.0,Olig,2235
669,Olig,6604.0,Olig,1914
670,Olig,22078.0,Olig,4076
671,Olig,8357.0,Olig,1949
672,Olig,17394.0,Olig,4148
673,Olig,15792.0,Olig,3367
674,Olig,16128.0,Olig,4093
675,Olig,15024.0,Olig,4230
676,Olig,11083.0,Olig,3064
677,Olig,8501.0,Olig,2668
678,Olig,5080.0,Olig,1794
679,Olig,9226.0,Olig,2419
680,Olig,12311.0,Olig,3283
681,Olig,7265.0,Olig,2209
682,Olig,9868.0,Olig,2387
683,Olig,19309.0,Olig,4965
684,Olig,12748.0,Olig,3147
685,Olig,20627.0,Olig,3480
686,Olig,7580.0,Olig,2378
687,Olig,8622.0,Olig,2669
688,Olig,9543.0,Olig,2756
689,Olig,13395.0,Olig,3497
690,Olig,5921.0,Olig,1721
691,Olig,7608.0,Olig,2419
692,Olig,6776.0,Olig,1684
693,Olig,13045.0,Olig,3103
694,Olig,11066.0,Olig,2803
695,Olig,7998.0,Olig,2561
696,Olig,9285.0,Olig,2641
697,Olig,10724.0,Olig,2648
698,Olig,9345.0,Olig,2541
699,Olig,8303.0,Olig,2589
700,Olig,12318.0,Olig,3797
701,Olig,9440.0,Olig,2704
702,Olig,9059.0,Olig,2555
703,Olig,9716.0,Olig,2918
704,Olig,8696.0,Olig,2594
705,Olig,6953.0,Olig,2463
706,Olig,7295.0,Olig,2303
707,Olig,7784.0,Olig,2532
708,Olig,6991.0,Olig,2370
709,Olig,15381.0,Olig,4395
710,Olig,19776.0,Olig,5296
711,Olig,10723.0,Olig,3117
712,Olig,9328.0,Olig,2745
713,Olig,5251.0,Olig,1911
714,Olig,10148.0,Olig,2825
715,Olig,10092.0,Olig,2881
716,Olig,4549.0,Olig,2000
717,Olig,6226.0,Olig,1938
718,Olig,5833.0,Olig,2138
719,Olig,10469.0,Olig,3063
720,Olig,9809.0,Olig,2563
721,Olig,9063.0,Olig,2793
722,Olig,7294.0,Olig,1882
723,Olig,15478.0,Olig,3787
724,Olig,12089.0,Olig,2452
725,Olig,10650.0,Olig,3245
726,Olig,10832.0,Olig,3300
727,Olig,13468.0,Olig,3913
728,Olig,22626.0,Olig,4715
729,Olig,8984.0,Olig,2485
730,Olig,16448.0,Olig,4005
731,Olig,13567.0,Olig,3610
732,Olig,12203.0,Olig,2882
733,Olig,16551.0,Olig,3852
734,Olig,11550.0,Olig,2920
735,Olig,7541.0,Olig,2582
736,Olig,10755.0,Olig,3017
737,Olig,8729.0,Olig,2735
738,Olig,13544.0,Olig,3135
739,Olig,8996.0,Olig,2829
740,Olig,19260.0,Olig,4225
741,Olig,11097.0,Olig,2767
742,Olig,14185.0,Olig,2401
743,Olig,10824.0,Olig,1854
744,Olig,12040.0,Olig,2407
745,Olig,9971.0,Olig,2340
746,Olig,10158.0,Olig,3167
747,Olig,12803.0,Olig,3327
748,Olig,8119.0,Olig,2127
749,Olig,10422.0,Olig,2721
750,Olig,14668.0,Olig,3076
751,Olig,11774.0,Olig,3451
752,Olig,20987.0,Olig,3973
753,Olig,8364.0,Olig,2572
754,Olig,13652.0,Olig,3374
755,Olig,9360.0,Olig,3012
756,Olig,13701.0,Olig,2624
757,Olig,13345.0,Olig,3470
758,Olig,17557.0,Olig,3838
759,Olig,24160.0,Olig,5709
760,Olig,20160.0,Olig,3852
761,Olig,10201.0,Olig,2663
762,Olig,15408.0,Olig,3027
763,Olig,13813.0,Olig,3583
764,Olig,16234.0,Olig,3584
765,Olig,18538.0,Olig,4256
766,Olig,13830.0,Olig,3032
767,Olig,8416.0,Olig,1806
768,Olig,9434.0,Olig,2534
769,Olig,20015.0,Olig,4013
770,Olig,16907.0,Olig,3943
771,Olig,11814.0,Olig,2234
772,Olig,18704.0,Olig,4306
773,Olig,13051.0,Olig,3220
774,Olig,12335.0,Olig,3222
775,Olig,17298.0,Olig,4037
776,Olig,20679.0,Olig,4226
777,Olig,12413.0,Olig,3280
778,Olig,15614.0,Olig,3169
779,Olig,15534.0,Olig,2396
780,Olig,12905.0,Olig,3393
781,Olig,11295.0,Olig,3236
782,Olig,10881.0,Olig,2574
783,Olig,9551.0,Olig,2101
784,Olig,12655.0,Olig,2424
785,Olig,12125.0,Olig,3408
786,Olig,15449.0,Olig,3619
787,Olig,34173.0,Olig,3774
788,Olig,8595.0,Olig,1917
789,Olig,10279.0,Olig,2257
790,Olig,18039.0,Olig,4838
791,Olig,11210.0,Olig,4041
792,Olig,11384.0,Olig,4016
793,Olig,8855.0,Olig,2469
794,Olig,6490.0,Olig,2275
795,Olig,9388.0,Olig,2927
796,Olig,19533.0,Olig,3217
797,Olig,7941.0,Olig,2431
798,Olig,10667.0,Olig,2457
799,Olig,15844.0,Olig,3364
800,Olig,9755.0,Olig,3220
801,Olig,15295.0,Olig,4103
802,Olig,10810.0,Olig,3462
803,Olig,10236.0,Olig,3559
804,Olig,8434.0,Olig,2638
805,Olig,12123.0,Olig,2580
806,Olig,10050.0,Olig,2802
807,Olig,8957.0,Olig,2420
808,Olig,13865.0,Olig,3559
809,Olig,15872.0,Olig,3815
810,Olig,12884.0,Olig,3352
811,Olig,7960.0,Olig,2520
812,Olig,9843.0,Olig,2434
813,Olig,14988.0,Olig,2482
814,Olig,16869.0,Olig,4847
815,Olig,9764.0,Olig,3018
816,Olig,10003.0,Olig,3074
817,Olig,8780.0,Olig,2786
818,Olig,13674.0,Olig,4062
819,Olig,11248.0,Olig,3794
820,Olig,14376.0,Olig,3941
821,Olig,9401.0,Olig,2909
822,Olig,12553.0,Olig,3339
823,Olig,23083.0,Olig,5203
824,Olig,8824.0,Olig,2816
825,Olig,13054.0,Olig,3735
826,Olig,9240.0,Olig,2959
827,Olig,8336.0,Olig,2519
828,Olig,8110.0,Olig,2846
829,Olig,8667.0,Olig,2679
830,Olig,8594.0,Olig,2161
831,Olig,12525.0,Olig,3767
832,Olig,18900.0,Olig,5060
833,Olig,17444.0,Olig,4032
834,Olig,8539.0,Olig,2126
835,Olig,7161.0,Olig,2587
836,Olig,12313.0,Olig,2713
837,Olig,11169.0,Olig,2935
838,Olig,6653.0,Olig,2249
839,Olig,7973.0,Olig,2325
840,Olig,9623.0,Olig,2983
841,Olig,9716.0,Olig,3155
842,Olig,17718.0,Olig,5000
843,Olig,9666.0,Olig,2629
844,Olig,9481.0,Olig,3296
845,Olig,7875.0,Olig,2328
846,Olig,8079.0,Olig,2568
847,Olig,8058.0,Olig,2643
848,Olig,9227.0,Olig,2226
849,Olig,10523.0,Olig,3127
850,Olig,5969.0,Olig,1975
851,Olig,8841.0,Olig,3064
852,Olig,7620.0,Olig,2297
853,Olig,9563.0,Olig,3111
854,Olig,9847.0,Olig,2612
855,Olig,4926.0,Olig,1917
856,Olig,6585.0,Olig,2235
857,Olig,8487.0,Olig,2847
858,Olig,9867.0,Olig,3375
859,Olig,8607.0,Olig,2428
860,Olig,6832.0,Olig,1934
861,Olig,7293.0,Olig,2406
862,Olig,7946.0,Olig,2145
863,Olig,8751.0,Olig,2850
864,Olig,13845.0,Olig,4204
865,Olig,6753.0,Olig,2228
866,Olig,6091.0,Olig,2402
867,Olig,6700.0,Olig,2171
868,Olig,7267.0,Olig,2348
869,Olig,6772.0,Olig,2302
870,Olig,6353.0,Olig,1973
871,Olig,6242.0,Olig,2079
872,Olig,5440.0,Olig,1989
873,Olig,6225.0,Olig,2239
874,Olig,7304.0,Olig,2563
875,Olig,5998.0,Olig,1615
876,Olig,6479.0,Olig,2194
877,Olig,12521.0,Olig,4313
878,Olig,7710.0,Olig,2925
879,Olig,6177.0,Olig,2088
880,Olig,4683.0,Olig,1774
881,Olig,4192.0,Olig,1826
882,Olig,6772.0,Olig,2281
883,Olig,4874.0,Olig,2302
884,Olig,3976.0,Olig,1786
885,Olig,5543.0,Olig,1929
886,Olig,7125.0,Olig,2244
887,Olig,7682.0,Olig,2881
888,Olig,4496.0,Olig,1736
889,Olig,3558.0,Olig,1185
890,Olig,4428.0,Olig,1512
891,Olig,3949.0,Olig,1997
892,Olig,6034.0,Olig,2358
893,Olig,4300.0,Olig,1448
894,Olig,17286.0,Olig,4678
895,Olig,8963.0,Olig,3392
896,Olig,6058.0,Olig,2178
897,Olig,9692.0,Olig,3504
898,Olig,6297.0,Olig,2540
899,Olig,5160.0,Olig,1783
900,Olig,3855.0,Olig,1743
901,Olig,6301.0,Olig,2204
902,Olig,6109.0,Olig,2184
903,Olig,4453.0,Olig,1764
904,Olig,5541.0,Olig,1976
905,Olig,6566.0,Olig,2344
906,Olig,5926.0,Olig,2029
907,Olig,4418.0,Olig,1952
908,Olig,5455.0,Olig,1979
909,Olig,6305.0,Olig,2142
910,Olig,4102.0,Olig,1803
911,Olig,7436.0,Olig,2459
912,Olig,5214.0,Olig,1963
913,Olig,7072.0,Olig,2410
914,Olig,4022.0,Olig,1627
915,Olig,5373.0,Olig,2235
916,Olig,8037.0,Olig,2403
917,Olig,5672.0,Olig,2254
918,Olig,15078.0,Olig,4563
919,Olig,8978.0,Olig,2548
920,Olig,6445.0,Olig,2271
921,Olig,7537.0,Olig,2819
922,Olig,13209.0,Olig,4078
923,Olig,12349.0,Olig,4015
924,Olig,11069.0,Olig,3530
925,Olig,5704.0,Olig,2212
926,Olig,8044.0,Olig,3226
927,Olig,9766.0,Olig,2839
928,Olig,22324.0,Olig,5642
929,Olig,8776.0,Olig,3200
930,Olig,15667.0,Olig,4581
931,Olig,9200.0,Olig,3007
932,Olig,6335.0,Olig,1824
933,Olig,9318.0,Olig,2908
934,Olig,9319.0,Olig,3248
935,Olig,6546.0,Olig,2471
936,Olig,9926.0,Olig,3227
937,Olig,7205.0,Olig,2543
938,Olig,9418.0,Olig,2417
939,Olig,7639.0,Olig,2568
940,Olig,7403.0,Olig,2102
941,Olig,7914.0,Olig,2604
942,Olig,6089.0,Olig,1829
943,Olig,6819.0,Olig,2373
944,Olig,9317.0,Olig,2673
945,Olig,9779.0,Olig,3319
946,Olig,10338.0,Olig,3249
947,Olig,12493.0,Olig,3256
948,Olig,5862.0,Olig,2132
949,Olig,5425.0,Olig,2131
950,Olig,5477.0,Olig,2036
951,Olig,7253.0,Olig,2114
952,Olig,7448.0,Olig,2141
953,Olig,13022.0,Olig,3823
954,Olig,4912.0,Olig,1889
955,Olig,7137.0,Olig,2918
956,Olig,6515.0,Olig,2145
957,Olig,4866.0,Olig,1935
958,Olig,7330.0,Olig,1887
959,Olig,7850.0,Olig,2540
960,Olig,4665.0,Olig,1814
961,Olig,4180.0,Olig,1659
962,Olig,13767.0,Olig,4251
963,Olig,5763.0,Olig,2013
964,Olig,8008.0,Olig,2015
965,Olig,7387.0,Olig,2090
966,Olig,4801.0,Olig,1787
967,Olig,4727.0,Olig,2011
968,Olig,13911.0,Olig,4460
969,Olig,4300.0,Olig,1566
970,Olig,6055.0,Olig,1780
971,Olig,6672.0,Olig,2209
972,Olig,9232.0,Olig,2259
973,Olig,4219.0,Olig,1767
974,Olig,6912.0,Olig,2259
975,Olig,6048.0,Olig,1790
976,Olig,7460.0,Olig,2223
977,Olig,9687.0,Olig,2300
978,Olig,5271.0,Olig,1558
979,Olig,11967.0,Olig,3855
980,Olig,7578.0,Olig,2409
981,Olig,9157.0,Olig,3345
982,Olig,7402.0,Olig,2677
983,Olig,5556.0,Olig,2210
984,Olig,8090.0,Olig,2810
985,Olig,4538.0,Olig,1574
986,Olig,7619.0,Olig,2282
987,Olig,9084.0,Olig,3064
988,Olig,8495.0,Olig,2803
989,Olig,11385.0,Olig,2955
990,Olig,7363.0,Olig,2600
991,Olig,4467.0,Olig,1688
992,Olig,8335.0,Olig,2660
993,Olig,15102.0,Olig,4181
994,Olig,11981.0,Olig,3243
995,Olig,8575.0,Olig,2621
996,Olig,9850.0,Olig,2766
997,Olig,5553.0,Olig,2050
998,Olig,3947.0,Olig,1533
999,Olig,15942.0,Olig,3582
1000,Olig,9407.0,Olig,2860
1001,Olig,10311.0,Olig,3560
1002,Olig,9325.0,Olig,2790
1003,Olig,8744.0,Olig,2787
1004,Olig,5098.0,Olig,1848
1005,Olig,8538.0,Olig,2930
1006,Olig,23652.0,Olig,4848
1007,Olig,5453.0,Olig,2018
1008,Olig,10333.0,Olig,3592
1009,Olig,5480.0,Olig,1974
1010,Olig,9615.0,Olig,2463
1011,Olig,15506.0,Olig,3498
1012,Olig,46843.0,Olig,5904
1013,Olig,6552.0,Olig,2047
1014,Olig,5416.0,Olig,2003
1015,Olig,5583.0,Olig,2134
1016,Olig,4609.0,Olig,1993
1017,Olig,5889.0,Olig,2198
1018,Olig,12245.0,Olig,2914
1019,Olig,6347.0,Olig,2479
1020,Olig,6692.0,Olig,2301
1021,Olig,4797.0,Olig,1917
1022,Olig,7612.0,Olig,2869
1023,Olig,5571.0,Olig,2034
1024,Olig,8406.0,Olig,2862
1025,Olig,5350.0,Olig,1930
1026,Olig,6899.0,Olig,2603
1027,Olig,5327.0,Olig,2299
1028,Olig,4127.0,Olig,1591
1029,Olig,5659.0,Olig,2322
1030,Olig,4808.0,Olig,1827
1031,Olig,6348.0,Olig,2090
1032,Olig,4965.0,Olig,2127
1033,Olig,5078.0,Olig,2168
1034,Olig,4248.0,Olig,1691
1035,Olig,5071.0,Olig,1468
1036,Olig,5197.0,Olig,1939
1037,Olig,3730.0,Olig,1744
1038,Olig,10781.0,Olig,3262
1039,Olig,11484.0,Olig,2568
1040,Olig,3699.0,Olig,1561
1041,Olig,9002.0,Olig,2548
1042,Olig,4252.0,Olig,1750
1043,Olig,5029.0,Olig,1435
1044,Olig,5548.0,Olig,1962
1045,Olig,8619.0,Olig,2313
1046,Olig,2559.0,Olig,989
1047,Olig,3667.0,Olig,1478
1048,Olig,4283.0,Olig,1519
1049,Olig,4149.0,Olig,1708
1050,Olig,4262.0,Olig,1661
1051,Olig,6597.0,Olig,1473
1052,Olig,4164.0,Olig,1781
1053,Olig,5224.0,Olig,2464
1054,Olig,5085.0,Olig,1654
1055,Olig,6543.0,Olig,2718
1056,Olig,5562.0,Olig,2111
1057,Olig,6845.0,Olig,2751
1058,Olig,4941.0,Olig,1861
1059,Olig,3115.0,Olig,1487
1060,Olig,12583.0,Olig,4197
1061,Olig,3277.0,Olig,1337
1062,Olig,3883.0,Olig,1654
1063,Olig,7262.0,Olig,2301
1064,Olig,2841.0,Olig,1399
1065,Olig,3882.0,Olig,1883
1066,Olig,10736.0,Olig,3680
1067,Olig,7086.0,Olig,1838
1068,Olig,3378.0,Olig,1410
1069,Olig,4547.0,Olig,1950
1070,Olig,3209.0,Olig,1437
1071,Olig,6575.0,Olig,1621
1072,Olig,4462.0,Olig,2071
1073,Olig,4884.0,Olig,2207
1074,Olig,4331.0,Olig,1737
1075,Olig,8546.0,Olig,3512
1076,Olig,5449.0,Olig,1852
1077,Olig,6762.0,Olig,2545
1078,Olig,4738.0,Olig,1701
1079,Olig,6321.0,Olig,2601
1080,Olig,12395.0,Olig,4039
1081,Olig,8349.0,Olig,2105
1082,Olig,6970.0,Olig,2303
1083,Olig,5248.0,Olig,2159
1084,Olig,3932.0,Olig,1618
1085,Olig,8939.0,Olig,2199
1086,Olig,8106.0,Olig,2918
1087,Olig,7907.0,Olig,3059
1088,Olig,10810.0,Olig,3629
1089,Olig,7752.0,Olig,3392
1090,Olig,5921.0,Olig,2548
1091,Olig,15956.0,Olig,4403
1092,Olig,4595.0,Olig,2100
1093,Olig,4811.0,Olig,1975
1094,Olig,7398.0,Olig,2633
1095,Olig,5565.0,Olig,1896
1096,Olig,10139.0,Olig,3208
1097,Olig,5097.0,Olig,2239
1098,Olig,4064.0,Olig,1582
1099,Olig,7470.0,Olig,2761
1100,Olig,5788.0,Olig,2280
1101,Olig,5494.0,Olig,2057
1102,Olig,3863.0,Olig,1588
1103,Olig,3285.0,Olig,1393
1104,Olig,6398.0,Olig,2142
1105,Olig,4595.0,Olig,2103
1106,Olig,9573.0,Olig,3557
1107,Olig,8650.0,Olig,2994
1108,Olig,7241.0,Olig,3117
1109,Olig,5829.0,Olig,1974
1110,Olig,6428.0,Olig,2357
1111,Olig,2871.0,Olig,1446
1112,Olig,3537.0,Olig,1016
1113,Olig,9457.0,Olig,3037
1114,Olig,7254.0,Olig,2189
1115,Olig,16641.0,Olig,4214
1116,Olig,8487.0,Olig,2705
1117,Olig,4667.0,Olig,1913
1118,Olig,8088.0,Olig,2161
1119,Olig,6843.0,Olig,2561
1120,Olig,4930.0,Olig,1261
1121,Olig,3248.0,Olig,815
1122,Olig,9234.0,Olig,2954
1123,Olig,6828.0,Olig,2486
1124,Olig,9563.0,Olig,3101
1125,Olig,7672.0,Olig,2266
1126,Olig,9054.0,Olig,3161
1127,Olig,6035.0,Olig,1962
1128,Olig,4494.0,Olig,1756
1129,Olig,3123.0,Olig,1256
1130,Olig,6126.0,Olig,1575
1131,Olig,5197.0,Olig,1434
1132,Olig,4394.0,Olig,1157
1133,Olig,12196.0,Olig,2848
1134,Olig,4703.0,Olig,1476
1135,Olig,8059.0,Olig,1901
1136,Olig,5179.0,Olig,1117
1137,Olig,5786.0,Olig,1587
1138,Olig,4697.0,Olig,1791
1139,Olig,9097.0,Olig,3538
1140,Olig,8068.0,Olig,1998
1141,Olig,12498.0,Olig,4014
1142,Olig,10786.0,Olig,2084
1143,Olig,12530.0,Olig,3474
1144,Olig,11448.0,Olig,3885
1145,Olig,6847.0,Olig,2686
1146,Olig,39651.0,Olig,6817
1147,Olig,6500.0,Olig,2072
1148,Olig,8338.0,Olig,2783
1149,Olig,13869.0,Olig,3180
1150,Olig,9720.0,Olig,2000
1151,Olig,9812.0,Olig,2970
1152,Olig,6375.0,Olig,2395
1153,Olig,13780.0,Olig,2505
1154,Olig,9341.0,Olig,2731
1155,Olig,9487.0,Olig,2962
1156,Olig,10621.0,Olig,2691
1157,Olig,6412.0,Olig,2285
1158,Olig,7266.0,Olig,2375
1159,Olig,21463.0,Olig,5182
1160,Olig,9403.0,Olig,2929
1161,Olig,5976.0,Olig,1752
1162,Olig,7184.0,Olig,2349
1163,Olig,8679.0,Olig,2793
1164,Olig,7789.0,Olig,2711
1165,Olig,9210.0,Olig,2597
1166,Olig,14243.0,Olig,4197
1167,Olig,7696.0,Olig,2335
1168,Olig,8387.0,Olig,2743
1169,Olig,6720.0,Olig,2047
1170,Olig,11072.0,Olig,2873
1171,Olig,9067.0,Olig,2378
1172,Olig,11465.0,Olig,3411
1173,Olig,10636.0,Olig,2808
1174,Olig,7132.0,Olig,2349
1175,Olig,8232.0,Olig,2536
1176,Olig,8479.0,Olig,2624
1177,Olig,10210.0,Olig,3106
1178,Olig,11591.0,Olig,2631
1179,Olig,10163.0,Olig,2799
1180,Olig,13727.0,Olig,3345
1181,Olig,10448.0,Olig,2805
1182,Olig,12158.0,Olig,3191
1183,Olig,7193.0,Olig,2565
1184,Olig,12634.0,Olig,2701
1185,Olig,9759.0,Olig,2379
1186,Olig,7448.0,Olig,2009
1187,Olig,12697.0,Olig,2859
1188,Olig,12886.0,Olig,3247
1189,Olig,10108.0,Olig,2928
1190,Olig,12573.0,Olig,3434
1191,Olig,11932.0,Olig,2990
1192,Olig,16899.0,Olig,3583
1193,Olig,17486.0,Olig,4069
1194,Olig,17416.0,Olig,3947
1195,Olig,25628.0,Olig,5611
1196,Olig,13865.0,Olig,3241
1197,Olig,14658.0,Olig,3039
1198,Olig,13795.0,Olig,2782
1199,Olig,9330.0,Olig,2331
1200,Olig,10035.0,Olig,2378
1201,Olig,11675.0,Olig,3034
1202,Olig,12215.0,Olig,2653
1203,Olig,18460.0,Olig,4400
1204,Olig,15408.0,Olig,3870
1205,Olig,11332.0,Olig,2188
1206,Olig,15274.0,Olig,3640
1207,Olig,11476.0,Olig,3250
1208,Olig,11607.0,Olig,2460
1209,Olig,15934.0,Olig,3209
1210,Olig,16033.0,Olig,2423
1211,Olig,13702.0,Olig,2719
1212,Olig,12434.0,Olig,2608
1213,Olig,9486.0,Olig,1959
1214,Olig,11725.0,Olig,2707
