gene_identifier,n_counts,n_cells
Dnajc22,124.0,50
Gtpbp4,174.0,56
Cotl1,898.0,68
Tnfaip8l2,235.0,64
Anln,191.0,52
Epn1,1969.0,69
Aurkb,137.0,51
Sorcs3,248.0,60
Ppme1,270.0,58
Slc25a29,259.0,58
Abhd15,179.0,47
Pign,190.0,54
Tpo,168.0,55
Map6d1,387.0,62
Galnt1,332.0,66
Zhx3,672.0,69
Syndig1l,128.0,42
Fam184a,308.0,66
Zc3h13,327.0,64
Lnpep,207.0,61
Carhsp1,193.0,57
Kif9,114.0,48
Tgm1,153.0,53
Tmc5,120.0,52
Prpf19,165.0,50
Prcc,619.0,65
Akap5,874.0,67
Il12rb2,195.0,57
Fem1a,157.0,50
Igfbp6,329.0,63
Cenpe,200.0,63
St7l,238.0,61
Ilvbl,246.0,54
Nup214,332.0,63
Svop,1342.0,67
Ribc2,133.0,52
Ncoa6,504.0,67
Zbtb43,271.0,64
Hrh4,168.0,55
Tollip,656.0,66
Lrriq1,180.0,51
Irx3,292.0,62
Gm597,199.0,55
Ablim1,338.0,61
Pdgfc,166.0,48
Rbmx2,213.0,56
Adamts17,167.0,57
Med13l,561.0,62
Spin4,265.0,64
Glb1,172.0,52
Cmtm3,272.0,61
Eif4enif1,403.0,61
Arhgap17,287.0,59
Plce1,204.0,54
Frmd5,157.0,55
Vps26b,295.0,64
Dnajb5,1375.0,67
Gpr157,245.0,62
Gabrr1,190.0,58
Col15a1,158.0,51
Usp13,216.0,56
Efr3a,234.0,55
Tnpo3,318.0,60
Gm10336,144.0,52
Cacna1c,437.0,61
L3mbtl2,298.0,66
Slc17a9,185.0,49
Tlr1,286.0,59
Smarcc2,1457.0,69
Xpnpep1,533.0,68
Syt12,283.0,62
Fli1,224.0,59
Adam9,332.0,61
Pbx3,179.0,58
Fam83e,185.0,58
Arfgap2,338.0,62
Fhod1,182.0,56
Ryr3,152.0,50
Ythdc1,287.0,60
Fam13b,337.0,65
Stk36,208.0,57
Maneal,262.0,64
Slco5a1,218.0,56
Pip5k1b,202.0,57
Pclo,880.0,65
Cep57,227.0,59
Nr2c2,493.0,64
Qpctl,301.0,64
Rabggta,279.0,66
Eri2,158.0,55
Upf3b,216.0,58
Ctps2,163.0,49
Cdh1,286.0,65
Cyb5r3,583.0,62
Gbgt1,152.0,50
Slc35e3,213.0,55
Snip1,239.0,63
Dars2,311.0,59
Clic5,141.0,49
Tcf12,218.0,61
Ppp1r37,789.0,68
Magee2,189.0,56
Dnaic2,161.0,53
Fdxacb1,341.0,61
Mpz,188.0,56
Dcaf12,330.0,67
Hpse,210.0,57
Arel1,332.0,64
B3gnt9,178.0,55
Snd1,583.0,69
Pgm2,248.0,62
Dct,159.0,56
Lyn,190.0,61
Rspry1,160.0,52
Ireb2,268.0,62
Map1s,468.0,65
Irf2bpl,946.0,68
Nkx2.3,199.0,61
Oas1b,133.0,53
Shc1,111.0,41
Echdc3,221.0,55
Polr3f,166.0,53
Zfand4,121.0,50
Kif11,132.0,51
Fmo6,175.0,59
Tg,158.0,51
Plag1,198.0,59
Tro,645.0,67
Ppp2r5a,187.0,49
Homer3,194.0,59
Col3a1,79.0,33
Ankmy2,327.0,61
Zmym1,259.0,57
Sms,239.0,58
Ralb,339.0,64
Tmem196,430.0,64
Fcgrt,318.0,63
Jak2,154.0,48
Znrf1,220.0,58
Snx25,271.0,63
Dmrta2,173.0,55
Pxdn,256.0,61
Hspb6,120.0,49
Sh3bp5,307.0,60
Sorbs3,299.0,64
Egfl6,98.0,44
Mafk,266.0,64
Galnt5,164.0,53
Rorb,226.0,55
Gtpbp2,476.0,63
Tyrp1,215.0,56
Tpd52l2,172.0,51
Trp53bp2,288.0,62
B3galnt2,167.0,55
Arvcf,259.0,57
Gorasp2,373.0,62
Vash1,454.0,63
Inpp1,280.0,63
Snx1,510.0,67
Lrrtm3,104.0,46
Rnf180,152.0,54
Plcxd3,219.0,59
Pramef8,199.0,57
Plekha3,271.0,62
Stx2,258.0,66
Dlg5,298.0,67
Clcf1,175.0,54
Sox18,241.0,63
Cdh20,309.0,64
Eapp,164.0,51
Brinp3,374.0,61
Arid3c,214.0,63
Tesk1,273.0,61
Fam124b,232.0,62
Nkd1,264.0,62
Ipo11,354.0,60
Cdc42ep1,322.0,57
Elk1,360.0,66
Gramd3,258.0,61
Dmbx1,230.0,63
Cep89,317.0,62
Tdrd5,162.0,52
Tmem106a,117.0,47
Med16,253.0,58
Trim69,214.0,54
Prox1,232.0,63
Zc3h12b,197.0,57
Diras2,1217.0,65
Tmem259,994.0,69
Ncapd2,283.0,60
Ap2b1,912.0,69
Net1,236.0,54
Sv2c,179.0,55
Dbnl,579.0,66
Spsb1,343.0,62
Nr4a2,232.0,55
Kras,305.0,63
Rassf7,145.0,51
Znhit6,279.0,60
Rsph6a,136.0,52
Tmem150a,202.0,56
Sncaip,75.0,37
Sfmbt1,237.0,62
Cep95,171.0,54
Ap3b1,225.0,61
Otud1,378.0,64
Ankrd63,135.0,53
Fam169a,242.0,55
Zfp536,308.0,63
Lingo4,162.0,54
Tcp11,158.0,52
Stard13,138.0,56
Hmgcll1,153.0,55
Ctla4,156.0,53
Kif6,161.0,54
Pla2g16,187.0,55
Trim3,931.0,68
Igdcc3,255.0,63
Senp8,169.0,53
Zfp719,142.0,52
Man1c1,300.0,63
Med26,337.0,63
Acbd4,260.0,61
Rasa3,268.0,61
Fam84a,183.0,53
Ado,187.0,62
Stox2,394.0,65
Dpy19l1,361.0,63
Wdr46,253.0,62
Trim16,132.0,51
Vac14,188.0,51
Itih2,176.0,62
Irf9,204.0,63
Tdrd3,171.0,54
Alg3,268.0,60
Snx21,464.0,62
Dpp8,260.0,59
Tctn3,181.0,54
Slc5a2,143.0,50
Bckdha,297.0,64
Ifngr2,367.0,61
Dyrk1b,639.0,68
Atp4a,269.0,60
Parp16,232.0,60
Kif26a,237.0,65
Ankrd46,853.0,69
Ascc2,182.0,55
Slc25a46,254.0,58
Bpifb6,193.0,60
Plekha6,541.0,66
Exd2,222.0,58
Usp19,503.0,66
Fam76b,135.0,47
Ccdc181,224.0,57
Ngef,2788.0,69
Cnot6,247.0,61
Wbp2,2704.0,71
Lclat1,175.0,59
Nrbp1,490.0,66
Derl2,140.0,44
Ppargc1a,152.0,45
Cdc20,286.0,63
Pah,176.0,54
Cdc25c,183.0,51
Cacng2,374.0,62
Dffb,266.0,65
Zfp84,160.0,53
Nudcd1,164.0,52
Nfrkb,194.0,58
Enpep,270.0,59
Taok3,222.0,57
Mdga1,192.0,57
Dalrd3,483.0,64
Fut9,276.0,63
Trpm6,176.0,52
Dsg3,226.0,60
Upb1,207.0,57
Kri1,520.0,67
Tshz3,618.0,69
Scyl3,261.0,62
Ptprd,365.0,63
Wnk3,221.0,63
Kpna4,315.0,63
Mtrf1l,228.0,59
Gpr3,232.0,56
Ccdc66,124.0,49
Hydin,210.0,58
Gpr160,101.0,42
Lmod1,105.0,44
Senp3,505.0,66
Zfp106,530.0,66
Adcy8,352.0,63
Arhgap20,606.0,67
Chst8,252.0,60
Ints1,602.0,68
Mttp,236.0,62
Cacna1e,651.0,63
Mesp2,142.0,52
Rrs1,307.0,63
Zfp251,344.0,64
Manba,162.0,51
Exoc1,387.0,66
Nup205,207.0,59
Slc2a13,292.0,59
Pds5a,245.0,60
Tmem241,185.0,60
Ppp2r2d,299.0,64
Rbm44,182.0,59
Tep1,221.0,55
Cage1,185.0,54
Abcd3,252.0,62
Cmas,499.0,67
Gpr158,316.0,60
Tomm40l,215.0,61
X4930529c04rik,164.0,56
Nlrc4,208.0,55
Cxcr2,106.0,47
Zc3h12c,178.0,55
Egflam,188.0,52
Dcaf12l2,134.0,47
Ubash3b,241.0,57
Tln1,365.0,65
Fjx1,348.0,66
Rai14,209.0,60
Fbxo9,845.0,69
Dhx9,347.0,64
Cenpf,130.0,46
Irf3,167.0,53
Gatad2a,162.0,50
Tmc7,186.0,59
Rhot1,122.0,47
Tox,300.0,60
Spag1,122.0,48
Crybg3,200.0,62
Fam46b,242.0,62
Etfdh,197.0,55
Bcat2,207.0,55
Mef2d,557.0,68
Gltp,167.0,46
Hexim1,324.0,66
Ptgs1,111.0,45
Gdf3,175.0,56
Islr,164.0,57
Erbb2,255.0,60
Wars2,144.0,51
Abca3,815.0,67
Ypel1,200.0,58
Kcmf1,245.0,61
Pde3b,165.0,54
Zfp715,164.0,56
R3hdm2,1446.0,67
Tbc1d9,451.0,59
Dcaf15,141.0,46
Arsj,156.0,53
Cercam,134.0,50
Prdm16,178.0,60
L3mbtl1,321.0,65
Gch1,97.0,37
Ppcdc,241.0,55
Gcgr,133.0,46
Adcy6,224.0,61
Cxxc4,263.0,61
Mycl,254.0,59
Tacc1,591.0,65
Shoc2,320.0,63
Plk5,292.0,62
Sfxn2,153.0,54
Usp22,477.0,66
Eif2ak2,159.0,55
Wee2,209.0,62
Mlph,204.0,54
Heatr6,289.0,62
Rom1,213.0,57
Rbm6,231.0,59
Nars,642.0,67
Sp9,233.0,58
Madcam1,201.0,57
Fgf5,138.0,49
Pkn1,615.0,69
Smoc2,175.0,56
L3mbtl3,136.0,46
Pnpla7,178.0,54
Mcmbp,256.0,61
Myof,216.0,65
Misp,123.0,47
Lilra5,116.0,47
Rgs2,135.0,44
Cstf2t,554.0,66
Mrs2,298.0,60
Abcg3,109.0,45
Xkr8,192.0,59
Csad,314.0,64
Mlh1,256.0,64
Timp4,217.0,61
Lct,262.0,63
Sytl1,215.0,61
Kcp,192.0,54
Cyp7a1,147.0,50
Tmem132c,183.0,54
Rnf6,513.0,66
Tbc1d25,161.0,52
Cul4a,406.0,65
Chrna4,398.0,57
Svil,344.0,59
Zfp629,204.0,51
Smcr8,331.0,62
Hepacam2,225.0,61
Gpr137c,152.0,53
Eya1,153.0,52
Mamld1,338.0,62
Cuedc2,561.0,67
Mboat1,146.0,48
Spryd3,1082.0,70
Ubqln4,464.0,64
Kctd17,1134.0,68
Myo1d,216.0,60
Sh3kbp1,116.0,48
Rest,140.0,49
Slc6a9,320.0,65
Riok3,216.0,58
Dock8,174.0,55
Cd14,181.0,55
Ergic1,689.0,67
Prkcd,239.0,61
Cnga2,156.0,49
Macc1,101.0,41
Adra2c,193.0,54
Grhl1,138.0,47
Ago2,391.0,64
Myot,226.0,55
Dclre1a,145.0,48
Sgce,160.0,57
Jup,236.0,59
Trappc8,152.0,48
Hspb8,139.0,48
Anapc4,306.0,61
Sart3,202.0,58
Abcb5,132.0,50
Zmym4,178.0,62
Fam19a1,221.0,53
Krt5,172.0,51
Ap1g2,179.0,57
Nynrin,232.0,62
Gskip,158.0,48
Slco2a1,119.0,48
Slc39a10,170.0,56
Themis2,91.0,42
Trim9,2071.0,70
Sema3d,159.0,52
Cbx7,169.0,52
Acsbg1,786.0,68
Osbp2,543.0,65
Aipl1,155.0,43
Slc52a3,186.0,57
Lix1,344.0,67
Ncaph2,520.0,68
Gpr135,282.0,62
Mroh2a,182.0,57
Tiam2,493.0,63
Xrcc6,259.0,61
Casc3,455.0,66
Dda1,476.0,68
Stx1a,1839.0,65
Mreg,160.0,49
Faf2,282.0,63
Gm10536,130.0,45
Ifi44,90.0,35
Steap2,193.0,55
Ifrd2,256.0,61
Ttll11,343.0,63
Wdr63,138.0,52
Nr6a1,117.0,43
Cyp21a1,222.0,56
Trpv3,118.0,49
Socs5,372.0,66
Ranbp6,229.0,57
Mst1,165.0,51
Gabpa,378.0,67
Creg2,280.0,60
Txk,164.0,52
Qser1,150.0,49
Slc44a5,214.0,64
Krba1,156.0,51
Six5,126.0,46
Szrd1,234.0,57
Fgf14,275.0,60
Esrrg,147.0,50
Nop14,308.0,62
Nvl,170.0,50
Fhl1,213.0,59
Pus3,263.0,65
Slc22a19,109.0,43
Ambra1,576.0,67
Fbxo30,208.0,55
Rars,351.0,61
Dynll2,3619.0,70
Cd276,181.0,56
Ppp1r3c,202.0,61
Nkx3.1,124.0,44
Gabre,111.0,42
Tmem102,218.0,57
Nrl,82.0,41
Zkscan4,170.0,57
Pml,123.0,47
Mboat7,341.0,59
Ccdc33,163.0,52
Rbms2,235.0,60
Htr1d,260.0,62
Mall,154.0,61
Usp35,305.0,59
Rbbp4,314.0,60
Per2,347.0,59
Tbx3,150.0,51
Tgfa,219.0,61
Ddc,92.0,41
Ccr10,199.0,61
Lrp1b,275.0,63
Jak3,152.0,50
Sox14,195.0,57
Rilpl2,245.0,59
Vav2,347.0,64
Galr1,136.0,50
Cmtr1,369.0,66
Smarca1,245.0,60
Nfkbiz,190.0,57
Bcl7a,766.0,67
Bdh1,273.0,62
Isl1,224.0,58
Ppat,212.0,56
Naif1,147.0,49
Vat1l,152.0,51
Chrd,340.0,66
Eif2b2,230.0,56
Piwil4,175.0,55
Psmf1,270.0,62
Kctd19,144.0,48
Il1r1,128.0,45
Pygm,206.0,61
Snrnp200,307.0,62
Rock1,260.0,62
Shmt1,239.0,65
Megf9,377.0,66
Stac,132.0,50
Zim1,192.0,56
Impa2,282.0,67
Trpv6,114.0,43
Pak2,189.0,59
Kif20b,108.0,43
Brwd3,150.0,48
Fbxo21,277.0,58
Tor3a,260.0,62
Hs3st3b1,142.0,45
Syde2,122.0,52
Lrrc2,186.0,57
Clstn1,7072.0,71
Rgp1,256.0,59
Tmem132b,814.0,69
Msantd1,118.0,49
Sympk,916.0,70
Tmem161b,217.0,59
Nolc1,390.0,63
Kcnk13,251.0,60
Akap17b,251.0,60
Sema6a,186.0,51
Chic1,182.0,56
Gipc1,1013.0,69
Dmrta1,223.0,58
Ddx20,198.0,60
Plxna2,461.0,64
Gatad1,396.0,67
Alkbh8,247.0,59
Egr3,919.0,66
Knstrn,121.0,47
Lingo1,3322.0,66
Rnasel,159.0,53
Golga1,146.0,51
Chst5,256.0,61
Ocstamp,199.0,61
Inpp5k,291.0,62
Puf60,548.0,70
Mapk6,337.0,65
Hrnr,207.0,54
Zbtb40,198.0,56
Slc35g3,158.0,50
Stom,173.0,54
Dnmbp,234.0,57
Hif1a,375.0,66
Zbtb2,236.0,59
Ankar,206.0,60
Nr1d1,1130.0,69
Bfsp2,274.0,63
Atp13a4,175.0,55
Crhbp,296.0,64
Uck1,398.0,64
Ercc4,138.0,49
Chd1l,228.0,60
Taf3,180.0,54
Plekhm1,325.0,60
Cybb,136.0,49
Setd3,814.0,69
Ptprg,181.0,50
Supt7l,266.0,60
Nova2,1018.0,67
Gigyf1,276.0,62
Map2k5,266.0,64
Reps1,262.0,63
Irak4,135.0,53
Fgf11,210.0,62
Mfng,279.0,62
Zfp57,215.0,61
Ccser2,127.0,47
Wnt5a,167.0,50
Slc24a1,149.0,50
Kcnj16,187.0,56
Slc16a14,189.0,53
Myt1,193.0,61
Ppp1r2,226.0,61
Slc36a1,260.0,61
Lrrc15,181.0,50
Tgfbr2,144.0,51
Plcd1,158.0,53
Armc3,185.0,51
Wwtr1,152.0,52
Dll4,195.0,60
Eml1,344.0,66
Zfp113,203.0,62
Zswim8,530.0,66
Fzd9,212.0,60
Slc27a3,171.0,51
Unc13a,939.0,66
Phf20l1,290.0,63
Prkd2,177.0,54
Adra1d,372.0,56
Kcnmb1,150.0,50
Gss,275.0,60
Apln,304.0,68
Ipo5,225.0,57
Dennd2d,186.0,53
Tgfb1,227.0,59
Stt3a,232.0,59
Dclk2,493.0,68
Slc44a3,140.0,50
Atg2a,446.0,65
Tacc2,446.0,63
Pnpla1,157.0,55
Nadsyn1,118.0,47
Ceacam19,205.0,56
Pwp2,118.0,44
Slc9a2,133.0,42
Cldn4,203.0,54
Ccdc102a,222.0,55
Fbxl7,120.0,42
D16ertd472e,240.0,65
Gdpd5,386.0,62
Fam171a2,927.0,67
Sprtn,242.0,60
Lep,122.0,47
Fam168b,765.0,69
Habp4,1481.0,69
Ak1,1401.0,68
Plk4,131.0,49
St3gal3,223.0,57
Wdr41,260.0,62
Zfp518a,213.0,62
Ulk1,354.0,62
Zp3r,158.0,49
Pias4,516.0,68
Fam111a,140.0,47
Ctc1,321.0,65
Cdcp1,200.0,54
Galk2,183.0,53
Etnk2,165.0,48
Tgm5,153.0,55
Ier2,525.0,66
Gas5,203.0,64
Ddx49,383.0,64
B3gntl1,88.0,36
Atg13,413.0,67
Abcb4,139.0,53
Cnga4,212.0,57
Nav3,800.0,66
Por,662.0,71
Kctd11,173.0,56
Sstr3,209.0,58
Alx4,186.0,58
Lgals3bp,162.0,54
Ccnb1,225.0,58
Zmynd11,565.0,69
Polr1b,173.0,58
Zfp444,226.0,61
Slc23a1,118.0,45
X1700025g04rik,170.0,47
Pltp,832.0,66
Limk2,251.0,62
Pde12,169.0,51
Ythdf1,449.0,65
Rhob,1598.0,70
Itgav,231.0,65
Ssh1,199.0,55
Rtp2,119.0,52
Gm6249,149.0,53
Pkn2,273.0,61
Edem3,108.0,52
Ptprq,106.0,45
Bcl2l14,112.0,41
Ak3,340.0,60
Mefv,181.0,49
Trim72,321.0,66
Flnc,223.0,60
Cd28,189.0,48
Fmod,204.0,58
Nprl3,499.0,68
Sptlc3,118.0,53
Arhgef17,507.0,66
Atn1,827.0,67
Adam17,148.0,55
Gba,260.0,61
Kcnip3,906.0,68
Trabd,282.0,64
Cmklr1,113.0,43
Stk10,187.0,52
Incenp,227.0,56
Skap1,144.0,47
Atl2,189.0,54
Ccr1,170.0,56
Cyp11a1,256.0,56
Kcnj3,209.0,51
Asxl1,314.0,65
Cyp2u1,225.0,58
Sugp1,492.0,66
Muc4,171.0,59
Tbl2,288.0,60
Trim41,437.0,68
Phf7,169.0,53
Atg7,276.0,63
Abhd8,2562.0,69
Narfl,227.0,59
Ppfia2,314.0,63
Pfkfb4,183.0,53
Aptx,310.0,62
Rimbp3,183.0,53
Sf3a2,358.0,60
Zfpm2,414.0,65
Polg,330.0,66
Ubqln3,155.0,53
Maml1,260.0,62
Usp36,223.0,60
Agpat1,1178.0,70
Bhlha15,251.0,55
Npas4,330.0,63
Limk1,577.0,62
Olfr70,181.0,59
Mpi,516.0,64
Dusp18,210.0,56
Sbno2,313.0,62
Txndc9,128.0,46
Lztr1,818.0,68
Ier5,653.0,66
Rasal2,462.0,67
Kcna2,490.0,68
Esrra,666.0,68
Kdm5a,187.0,54
Col6a4,107.0,53
Snx19,270.0,59
Ago1,184.0,52
Impdh1,589.0,65
Map2k2,229.0,60
Klhl7,274.0,60
Nicn1,498.0,68
Cyr61,251.0,53
Cd4,202.0,56
Apaf1,242.0,52
Cbl,266.0,55
Hgsnat,286.0,63
Smad5,183.0,55
Plekhg2,222.0,63
Pdk1,305.0,66
Tifab,148.0,50
Serpinh1,200.0,56
Hspa2,518.0,66
Tex15,157.0,51
Cnih3,279.0,62
Nhs,129.0,46
Nemf,229.0,60
Akap1,356.0,64
Sp5,108.0,41
Epc2,319.0,60
Raf1,443.0,68
Slamf8,93.0,37
Cntnap3,137.0,48
Cacna1f,187.0,58
Slc28a3,126.0,45
Rab15,1602.0,67
Nfkbia,475.0,69
Hcn1,375.0,65
Man1a,239.0,54
C1rl,319.0,66
Cpsf7,278.0,59
Ptpn4,240.0,60
Gpsm1,362.0,65
Actn2,204.0,54
Ticam1,212.0,61
Sfrp1,230.0,61
Kbtbd11,225.0,61
Tbx18,175.0,54
Tmem173,227.0,62
Itpkc,210.0,61
Tmem198b,322.0,66
F13a1,224.0,59
Hey2,225.0,59
Btbd17,195.0,55
Nol10,247.0,63
Gnpat,202.0,60
Wdr35,160.0,55
Mrpl11,265.0,57
Ttc9c,171.0,51
Insrr,257.0,64
Nwd1,346.0,65
Mrpl17,172.0,57
Abcg1,185.0,57
Hmox1,249.0,64
Ttc38,155.0,52
Atp11a,279.0,61
Ggnbp2,316.0,64
Med23,203.0,59
Fscn2,103.0,45
Hgs,404.0,61
Ehmt1,458.0,62
M6pr,395.0,65
Ppp1ca,1363.0,69
Usp31,634.0,66
Wbp4,222.0,57
Pigl,308.0,64
Elp3,444.0,68
Slc34a3,156.0,52
Mcrs1,228.0,56
Grwd1,166.0,52
Naa11,279.0,62
Crim1,278.0,59
Nfe2l2,210.0,54
Disc1,171.0,54
Ptprf,542.0,70
Spata31d1d,258.0,61
Jmy,379.0,64
Klf12,161.0,52
Map3k15,226.0,54
Lmf2,341.0,66
Vapb,285.0,60
Poglut1,193.0,57
Slc25a15,328.0,63
Hyou1,873.0,67
Nras,236.0,60
Zfp474,205.0,54
Mlec,264.0,60
Lrrc1,264.0,62
Zscan10,109.0,47
Gpatch8,292.0,63
Tmem260,186.0,56
Fgf10,173.0,56
Mre11a,167.0,61
Col1a1,156.0,48
Mir17hg,226.0,59
Pqlc2,220.0,54
Nedd9,199.0,54
Tap2,159.0,50
Mtmr14,301.0,63
Ddx58,265.0,59
Usp51,232.0,63
Noto,161.0,54
Osmr,159.0,52
Smpd5,171.0,56
Otud7b,111.0,52
Nubp1,250.0,57
Ppp1r3g,282.0,62
Arih1,147.0,46
Htatsf1,286.0,59
Scn1a,159.0,55
Dcaf7,756.0,67
Tnfaip3,168.0,51
Gon4l,498.0,65
Tmem175,264.0,58
Slc39a12,408.0,63
Gpr149,254.0,61
Mtmr3,524.0,64
Tlk1,324.0,64
Pik3r5,262.0,62
Col6a1,274.0,57
Syt14,148.0,50
Tbx5,90.0,39
Usp39,310.0,64
Cenpt,218.0,55
Zhx2,300.0,65
Ep400,212.0,61
Crebrf,181.0,62
Ccdc6,440.0,63
Cntnap4,173.0,56
Tbc1d9b,1150.0,69
Il6ra,160.0,55
Cobll1,149.0,52
Arhgap42,145.0,46
Pcdh12,217.0,57
Hdgfl1,133.0,47
Dhdds,441.0,66
Ripk2,181.0,53
Pcsk5,195.0,50
Qrich1,476.0,64
Kmt2d,439.0,66
Kif18a,196.0,57
Gpr88,256.0,61
Apc2,932.0,70
Lrrc8d,362.0,62
Cpeb1,244.0,60
Pcyt2,666.0,69
Alg1,166.0,49
Crbn,219.0,58
Pck1,282.0,61
Dhh,105.0,46
Cand2,261.0,60
Entpd3,186.0,54
Fer1l5,201.0,62
Rel,207.0,62
Sec14l3,136.0,48
Abcg2,182.0,57
Golm1,174.0,56
Nckipsd,367.0,63
Dhx58,118.0,44
Zfand3,300.0,60
Dnali1,194.0,63
Pp2d1,226.0,63
Mmp28,193.0,54
Lhfpl4,679.0,67
Arhgap40,115.0,44
Caln1,659.0,69
Dym,488.0,64
Krt36,200.0,59
Trib1,332.0,64
Syde1,154.0,56
Fkbp9,262.0,62
Setd5,360.0,65
Slc22a8,284.0,61
Adamts14,204.0,61
Fgd5,168.0,62
Slc25a23,2117.0,71
Vps18,291.0,59
Gm16497,147.0,49
Gmppb,358.0,67
Gas1,251.0,61
Pygo2,492.0,65
Cxcl9,67.0,34
Pkn3,292.0,65
Stxbp5,302.0,65
Kl,139.0,50
Ppara,173.0,53
Fam69a,163.0,49
Foxp4,280.0,64
Nol3,311.0,61
Tapbpl,173.0,53
Zfp362,282.0,68
N4bp2,168.0,56
Dusp11,196.0,53
Kctd16,855.0,65
Cat,530.0,66
Alpk3,151.0,51
Uhrf1bp1l,207.0,59
Dpt,225.0,60
Kif3c,2022.0,70
Coro7,360.0,63
Nek4,200.0,62
Ints5,433.0,64
Adcy5,536.0,64
Ndufs1,309.0,64
Gm20597,197.0,57
Zfp280d,176.0,55
Rc3h1,321.0,60
Fam124a,334.0,65
Ticam2,175.0,51
Shf,735.0,68
Duox1,164.0,48
Kif13a,280.0,61
Rragd,287.0,62
Rarb,192.0,55
Aoc2,242.0,62
Uhrf1,171.0,57
Tnip1,438.0,62
Ccdc17,303.0,64
Wdr62,208.0,56
Sap30bp,278.0,60
Gsdmd,116.0,51
Hemgn,132.0,53
Efcab12,243.0,59
Far1,229.0,61
Tmx3,183.0,56
Sqstm1,2645.0,70
Gpatch1,266.0,56
Gm1966,144.0,50
Rfc5,190.0,55
E4f1,259.0,60
Itga5,87.0,38
Zfp703,767.0,66
Ogfod2,270.0,60
Sgcb,285.0,62
