gene_identifier,n_counts,n_cells
Dcakd,585.0,67
Dennd3,189.0,62
Zpld1,202.0,57
Nudt13,188.0,61
Egr2,476.0,64
Smim3,206.0,60
Raph1,454.0,64
Cnih4,141.0,51
Matn1,120.0,45
Fkrp,576.0,64
Ccdc137,239.0,62
Adam10,253.0,60
Klhl40,257.0,62
Zdhhc21,243.0,58
Degs1,399.0,66
Atp12a,187.0,60
Atg4c,191.0,52
Sel1l3,269.0,58
Specc1,359.0,64
Rin1,378.0,62
Cd44,297.0,58
Brd3,396.0,65
Baat,123.0,44
N4bp3,284.0,56
Hhipl2,195.0,58
Car5b,134.0,50
Map3k7cl,189.0,58
Tead4,207.0,60
Cldn1,224.0,64
Yod1,302.0,60
Rbm22,432.0,68
Scn7a,112.0,50
Grm6,139.0,49
Anpep,130.0,49
Nsmaf,240.0,59
Nin,204.0,62
Gna13,185.0,63
Pvr,277.0,61
Adh7,331.0,62
Srr,298.0,58
Tcf23,167.0,55
Mapk8ip3,2177.0,69
Elavl1,156.0,56
Ret,265.0,57
Gins3,160.0,52
Opa1,405.0,65
Sart1,254.0,63
Cpsf6,316.0,65
Gm10432,107.0,42
Zmym2,138.0,48
Gpr55,207.0,56
Ubfd1,277.0,62
Pipox,262.0,62
Hsdl1,405.0,65
Pola2,269.0,60
Usp48,300.0,63
Aknad1,141.0,51
Amz2,280.0,63
Efs,208.0,58
Kcnab3,333.0,61
Tmem39b,197.0,53
Zfp385a,881.0,66
Irs1,486.0,69
Dnajc7,199.0,58
Iws1,260.0,55
Il12b,261.0,65
Lgsn,169.0,57
Oas2,229.0,57
Tmem178b,698.0,66
Dntt,156.0,53
Adamts4,179.0,52
Slc25a10,251.0,63
Olfml1,122.0,50
St3gal2,721.0,66
Gpalpp1,108.0,42
Rgsl1,112.0,40
Cygb,451.0,63
Apobr,162.0,49
Nup88,244.0,55
Dkc1,172.0,52
Atrnl1,275.0,56
Rnf123,526.0,66
Rint1,229.0,62
Limch1,377.0,63
Atg9a,868.0,66
Adhfe1,141.0,49
Tgoln1,156.0,49
Rab11fip1,277.0,61
Inpp4b,224.0,58
Tmem26,203.0,57
Snai1,215.0,58
Hspbp1,667.0,64
Pth2r,283.0,66
Phactr2,160.0,53
Acp1,177.0,50
Atoh8,271.0,65
Cenpj,93.0,37
Cdc45,193.0,59
Lgi3,369.0,58
Cnpy3,766.0,68
Scd1,202.0,62
Mst1r,220.0,59
Pelp1,408.0,66
Abcc1,141.0,46
Nod1,194.0,51
Nusap1,187.0,56
Kcnab1,378.0,64
Baiap2l1,122.0,45
Zw10,183.0,49
Tex2,496.0,66
Cct8l1,176.0,59
Lrrc42,285.0,62
P4htm,961.0,68
Prr12,492.0,65
Cpox,511.0,66
Tcf7l2,213.0,53
Fam222b,334.0,62
Iqgap1,188.0,58
Casc1,169.0,59
Efna2,308.0,60
Mon2,404.0,66
Grsf1,150.0,45
Ntsr2,1150.0,70
Zfp780b,161.0,55
Psat1,303.0,65
Lrguk,107.0,44
Pip5k1c,877.0,68
Dock10,184.0,54
Tmem79,123.0,49
Atp8a2,343.0,64
Phf14,159.0,50
Lrp8,442.0,66
Gpr171,122.0,40
Ing4,267.0,60
Ccdc39,140.0,44
Hey1,271.0,59
Zbtb45,146.0,53
Dlg3,842.0,63
Ctnnbip1,434.0,67
Gjb1,157.0,50
Cyp4f39,315.0,61
Lsg1,204.0,58
Klhl10,242.0,59
Gpsm2,259.0,61
Hunk,219.0,60
Uba7,157.0,47
Sephs2,420.0,62
Slc35b4,414.0,67
Asb10,147.0,51
Wdr19,174.0,57
Sfi1,206.0,56
Sacm1l,138.0,55
Maf,250.0,58
Ero1l,156.0,51
Rassf5,294.0,61
Dusp3,766.0,65
Npy4r,132.0,47
Bche,230.0,59
Tmtc1,268.0,66
Tet1,184.0,56
Htr3b,92.0,42
Nsun5,276.0,64
Lrrc4,380.0,67
Zfp248,151.0,51
Sla,147.0,49
Il22ra1,235.0,60
Snx5,205.0,61
Amer3,387.0,64
Il10ra,255.0,58
Zic5,236.0,63
Ulk3,247.0,60
Hars2,184.0,56
Nceh1,510.0,66
Tomm20,368.0,65
Shisa6,170.0,56
Rfwd2,255.0,60
Zfp553,301.0,61
Asb8,178.0,52
Smarce1,424.0,65
Nup210,399.0,64
Irak2,212.0,58
Arfrp1,167.0,57
Rab8a,496.0,67
Klhl34,191.0,57
Egfem1,215.0,62
Slc7a7,137.0,53
Efr3b,478.0,63
Nmt2,255.0,57
Vprbp,207.0,56
Bean1,115.0,46
Reep5,485.0,66
Pcbp4,512.0,66
Fut7,268.0,61
Msl3,298.0,59
Utp23,231.0,56
Nup107,179.0,60
Dgkb,243.0,59
Asb6,420.0,65
Rundc1,236.0,60
Phc3,158.0,51
X1700022a21rik,206.0,53
Gimap8,127.0,43
Gpr1,164.0,55
Tfec,169.0,55
Gba2,375.0,63
Nubp2,314.0,63
Arap1,179.0,56
Slfnl1,120.0,47
Gpank1,348.0,64
Adcy1,2045.0,68
Col19a1,175.0,54
Fbln5,111.0,42
Ctse,100.0,46
Ahr,214.0,62
Cc2d2a,219.0,62
Tada3,612.0,63
Bnc2,107.0,42
Wipi2,485.0,65
Slc39a6,195.0,53
Iqub,222.0,62
Zfp768,291.0,62
Sec24a,108.0,45
Traf3,334.0,62
Chst12,299.0,60
Lin9,112.0,47
Fam196b,193.0,56
Chd8,194.0,56
Ccdc126,255.0,59
Pnpla3,153.0,53
Tsnax,434.0,67
Zc3hav1,179.0,54
Bend4,120.0,47
Hdx,166.0,54
Nudt15,231.0,57
Frk,190.0,58
Lipe,192.0,50
Ahdc1,827.0,67
Pgm1,276.0,62
Tmem2,176.0,56
Mast3,1319.0,68
Fgfr3,421.0,65
Tmem101,196.0,54
Nfkbil1,291.0,66
Satb2,810.0,67
Usp8,279.0,61
Tmem125,167.0,50
Tceanc,206.0,52
Ubxn7,213.0,59
Tcam1,192.0,53
Spry2,952.0,69
Neurl3,215.0,58
Sctr,122.0,48
Srcin1,1346.0,70
St14,138.0,48
Grpr,95.0,46
Galns,210.0,55
Ptpn22,216.0,58
Txndc5,213.0,57
Swt1,137.0,44
Svip,220.0,62
Dsp,257.0,61
Ptprj,631.0,66
Rab27a,174.0,55
Serinc2,203.0,53
Cpne2,287.0,64
Hacl1,118.0,41
Reep4,197.0,57
Pou6f2,260.0,63
Sult6b1,161.0,57
P4hb,581.0,68
Secisbp2,272.0,68
Cntn2,676.0,66
Adam15,503.0,66
Hibadh,364.0,62
Dock4,235.0,58
Bicd1,314.0,61
Eprs,299.0,58
Otof,187.0,60
Ttn,277.0,62
Narf,180.0,51
Glyctk,213.0,59
Wrn,175.0,53
P4ha1,180.0,56
Rfxank,186.0,62
Irf6,251.0,58
Exosc4,260.0,61
Mcat,211.0,61
Lancl1,279.0,57
Smg5,416.0,62
Inpp5e,330.0,64
Cnppd1,165.0,55
Prkcg,1274.0,66
Ppp2r1b,157.0,48
Gsr,265.0,61
Tcp11l2,265.0,63
Mpdz,212.0,55
Alpk2,145.0,55
Cadm4,4377.0,71
Eaf1,199.0,58
Rnd3,235.0,61
Ptger4,187.0,56
Morc4,206.0,58
Dach1,226.0,60
Serpina3j,128.0,47
Kcns3,168.0,54
Gusb,122.0,51
Igf2,189.0,54
Cpxm1,216.0,63
Gpc4,242.0,59
Unc119b,248.0,58
Mob1b,148.0,57
Slc2a8,382.0,63
Slc40a1,235.0,64
Snx20,102.0,48
Mical3,430.0,62
Cdipt,981.0,66
Opn1sw,152.0,56
Src,696.0,68
Tle4,241.0,61
Plagl1,173.0,52
Cd93,217.0,56
Kdm3b,312.0,65
Dnah8,141.0,49
Srebf1,330.0,64
Slc6a4,190.0,56
Htr1f,130.0,49
Rhoq,242.0,62
Zscan25,257.0,58
Xkr6,281.0,63
Gxylt2,175.0,56
Cldn5,814.0,68
Ing5,171.0,54
Taf1c,255.0,61
Zfp787,479.0,67
Gramd4,229.0,55
Gpr183,163.0,57
Prepl,818.0,67
Lcmt2,190.0,53
Scfd2,422.0,63
Accs,136.0,49
Fbln1,145.0,54
Manf,202.0,59
Ifnlr1,177.0,55
Fam210b,162.0,54
Phc1,265.0,64
Dhrs9,150.0,51
Sash1,502.0,68
Npc1l1,199.0,55
Dmgdh,128.0,54
Zfp622,262.0,62
Fermt3,129.0,47
Ncapd3,262.0,63
Pcca,217.0,57
Slc9a1,273.0,61
Mybpc2,225.0,58
Fam84b,156.0,48
Slc25a19,263.0,62
Krt32,112.0,45
Dlx1,224.0,57
Tmem184b,455.0,67
Dnah9,117.0,47
Rasgrp4,124.0,52
Ell,211.0,60
Pde8b,192.0,55
Lmx1a,256.0,63
Sgpp2,178.0,58
Sel1l,469.0,67
Tsen2,281.0,60
Nipal4,128.0,47
Stx6,59.0,31
Fbxo33,185.0,55
Magix,146.0,52
Lrp6,297.0,59
Ghsr,104.0,42
Taf1a,292.0,62
Coq9,787.0,71
Adcy3,276.0,62
Vwc2,188.0,59
Thrb,227.0,58
Sult4a1,1646.0,68
Fam174b,373.0,62
Dpf1,673.0,64
Smarcal1,271.0,61
Gpr37l1,769.0,70
Map3k19,234.0,67
Chd1,242.0,63
Arhgef15,178.0,60
Mrpl19,237.0,57
Zfp623,257.0,58
Il12rb1,127.0,47
Gpr161,245.0,64
Preb,170.0,53
Ino80,265.0,62
Arrdc2,234.0,65
Spta1,181.0,56
Pdilt,165.0,55
Bcs1l,270.0,66
Cdc16,216.0,57
Arhgef19,201.0,57
Lsm11,310.0,61
Cog4,319.0,64
Sdk1,207.0,60
Scml2,122.0,51
Leprot,219.0,61
Dnmt3b,219.0,56
Taok2,1123.0,70
Nat10,176.0,54
Fezf1,206.0,52
Arhgef10,278.0,63
Syk,264.0,64
Tpp2,180.0,56
Slc17a7,8498.0,65
Atp2b4,465.0,62
Epdr1,461.0,63
Aldh3a1,132.0,52
Grhl2,191.0,59
Zfp287,186.0,59
Fat2,164.0,58
Bhlhe22,321.0,65
Egr4,818.0,66
Car2,444.0,64
Crhr1,425.0,66
Adat1,196.0,58
Atf6,229.0,54
Tmco4,182.0,54
Dlx2,142.0,50
Kcnv2,153.0,46
Tbc1d4,267.0,64
Coa5,255.0,56
Snx4,205.0,60
Gopc,279.0,59
Elac2,309.0,62
Deptor,183.0,54
Pomk,270.0,62
Gm19782,153.0,53
Dap,312.0,60
Rnf214,428.0,64
Slu7,173.0,53
Ceacam16,161.0,53
Abhd5,191.0,53
Ciapin1,320.0,63
Dgkk,113.0,45
Zdhhc5,426.0,66
Pygo1,207.0,57
Ssr1,195.0,61
Fam171a1,315.0,63
Axin1,370.0,66
Gprin3,224.0,58
Dlx3,219.0,54
Kidins220,433.0,65
Gys1,218.0,62
Ifi35,171.0,56
Irak3,223.0,57
Zkscan14,341.0,62
Lgals12,126.0,51
Zfp870,144.0,45
Cd163,149.0,48
Zfp385c,191.0,55
P2ry2,145.0,53
Pnpla6,288.0,56
Psmd5,262.0,63
Zfp800,184.0,56
Rhog,310.0,59
C3ar1,321.0,66
Thbs3,175.0,47
Gprc5b,327.0,65
Gabrb1,282.0,64
Fancc,71.0,35
Slc25a44,505.0,67
Sertad2,244.0,56
Zfp658,168.0,56
Pxmp4,300.0,60
Zfp784,238.0,56
Tmem154,167.0,54
Gja4,235.0,57
Ctsz,227.0,64
Elp6,301.0,63
Evc2,176.0,51
Ccdc87,117.0,41
Dctn2,1285.0,70
Reep3,153.0,49
Bc039771,215.0,62
Emp2,253.0,59
Dennd1b,175.0,52
Fhod3,702.0,66
Ebf4,123.0,43
Loxl3,174.0,62
Klkb1,213.0,63
Adam2,109.0,43
Fam193a,319.0,60
Lzts1,901.0,65
Raver1,351.0,64
Rtn4r,1122.0,65
Obscn,185.0,58
Irf2,328.0,63
Kbtbd12,173.0,56
Mtmr4,610.0,64
Klk9,226.0,61
Inppl1,339.0,62
Ccdc170,143.0,51
Prame,162.0,56
Tmprss11e,177.0,57
Zeb1,270.0,68
Ogt,165.0,53
Fam120b,215.0,56
Irf2bp2,305.0,63
Thnsl2,142.0,50
Edaradd,160.0,52
Slc6a5,176.0,56
Prdm8,322.0,63
Zfp131,200.0,57
Sgip1,445.0,66
Sema7a,819.0,66
Nefh,616.0,59
Pcbp3,689.0,65
Ppan,286.0,62
Kcng3,151.0,53
Col5a2,181.0,54
Pfkl,837.0,67
Nampt,101.0,44
Brca2,240.0,61
Ankrd33,139.0,50
Cpq,120.0,44
Cdc7,242.0,59
Mapre3,1936.0,69
Wnt4,256.0,55
Ccdc112,203.0,59
Usp14,262.0,57
Tmem246,400.0,61
Adarb1,390.0,64
Tor1aip1,259.0,60
Efcab5,176.0,55
Stk39,374.0,62
Med14,165.0,57
Tgm3,208.0,56
Naa30,167.0,51
Zp2,123.0,46
Ubp1,253.0,59
Helz,340.0,60
Pigw,197.0,57
Inpp5f,327.0,63
Ccdc97,357.0,62
Itgb7,180.0,54
Mthfd2,203.0,56
Arhgap24,183.0,57
Filip1l,173.0,54
Arhgef5,150.0,51
Erc2,337.0,64
Sipa1l1,1335.0,66
Brd4,909.0,70
Zswim3,144.0,45
Cpne9,415.0,64
Apol8,289.0,63
Ranbp10,225.0,62
Mras,671.0,68
Tmem63c,417.0,62
Zdhhc7,411.0,63
Igsf9,176.0,51
Il2ra,258.0,67
Adam5,142.0,49
Esam,359.0,66
Raver2,176.0,57
Stbd1,149.0,52
Ift81,246.0,67
Klhl1,185.0,55
Dhx29,300.0,60
Ankrd34c,213.0,56
She,155.0,50
Map3k2,196.0,55
Nphs2,134.0,53
Slc5a6,147.0,45
Cidec,118.0,48
Elfn2,347.0,63
Tcf3,255.0,58
Crtc3,209.0,58
Map3k13,273.0,57
Krt15,187.0,55
Traf3ip2,115.0,46
Ephb3,329.0,59
Ndel1,477.0,64
Myo1f,114.0,50
Zdhhc24,261.0,60
Tex261,245.0,59
Dab2,185.0,56
Ercc8,137.0,48
Ankrd52,199.0,51
Tkt,352.0,64
Atp8b1,75.0,37
Pitpnm2,1280.0,69
Txndc2,249.0,62
Arhgap25,194.0,58
Cd300lg,123.0,48
Wdr77,187.0,59
Nit1,273.0,63
Sh3d19,187.0,58
Rexo4,215.0,61
Lrfn4,274.0,61
Prph,212.0,60
Nr1i2,172.0,58
Rdh12,176.0,57
Rftn1,155.0,51
Wrb,327.0,64
Chst14,198.0,56
Kifc3,411.0,63
Cand1,334.0,63
Slc35f6,304.0,63
Rbm33,370.0,60
Zscan29,154.0,55
Mcfd2,250.0,61
Gstcd,191.0,56
Usp40,137.0,45
Creb5,199.0,59
Tyr,98.0,43
Atp9b,257.0,59
Ubap1,395.0,68
Slc1a4,346.0,64
Abcc6,110.0,40
Cdkn1b,580.0,70
Vwa1,191.0,56
Bahcc1,313.0,61
Ankrd50,159.0,52
Lpar3,165.0,53
Gabbr2,1644.0,68
Xpo7,138.0,53
Fam83f,202.0,55
Hebp2,282.0,62
Abcc4,186.0,51
Pga5,142.0,51
Poldip3,770.0,68
Rundc3a,1306.0,69
Mink1,992.0,69
Kif7,194.0,55
Arhgap29,166.0,51
Mrgprg,139.0,51
Ssr3,144.0,48
Rbpms2,113.0,52
Cc2d1b,292.0,63
Foxc1,215.0,61
Lmbrd1,243.0,60
Eif2ak1,368.0,64
Klf15,393.0,64
Trib2,331.0,60
Dock1,192.0,52
Eps15,435.0,67
Atpaf1,262.0,63
Grb14,103.0,36
Ago4,150.0,56
Smc5,257.0,60
Ftcd,132.0,55
Arhgef37,160.0,49
Mybbp1a,220.0,53
Kcnk2,336.0,62
Vsig10,139.0,55
Atg2b,288.0,59
Spire1,311.0,65
Ybey,189.0,49
Aldh1l1,483.0,66
Padi1,177.0,53
Ncor2,952.0,69
Pglyrp2,147.0,53
P2ry6,240.0,62
Lamp5,681.0,69
Asb7,190.0,52
Tnr,292.0,63
Phka1,230.0,63
Grid2ip,127.0,50
Ak7,238.0,59
Nox3,204.0,55
Mybpc3,120.0,46
Lrrn4,255.0,60
Stard3,318.0,62
Ttpal,262.0,60
Pou2f3,181.0,54
Rad54l,159.0,54
Cnot1,328.0,62
Tgm2,166.0,51
Rpa2,229.0,57
Ccser1,195.0,56
Pou3f1,473.0,66
Mphosph8,206.0,57
Tnfsf13b,220.0,64
Pou4f2,221.0,64
Depdc5,265.0,60
Brip1,192.0,55
Actn3,135.0,51
Csrp1,496.0,67
Prrx1,245.0,57
Lactbl1,258.0,57
Pdia6,514.0,64
Eef1d,368.0,66
Fam109a,287.0,61
Mcm7,263.0,62
Fam83g,106.0,41
Endod1,180.0,60
Prrt4,184.0,56
Tlr5,235.0,62
Akt1,376.0,67
Spink5,195.0,55
Gbf1,447.0,69
Rasgrp3,124.0,50
Ptger3,217.0,61
Wdr45b,368.0,66
Zfp710,265.0,63
Tnfrsf11a,249.0,63
Vmn2r118,172.0,62
Cdhr1,122.0,46
Ebf3,87.0,42
Rab5c,1153.0,70
Ntng2,541.0,65
Lman2l,291.0,62
Zyg11b,237.0,62
Hoxd1,169.0,57
Smpd2,275.0,65
Trp53i11,715.0,64
Cdc14b,138.0,48
Rprm,1434.0,67
Thbd,182.0,53
Col5a3,314.0,64
Slc47a1,80.0,39
Isoc1,223.0,58
B4galt2,474.0,65
Ccdc13,227.0,61
Rps6ka2,354.0,61
Eps8,316.0,64
Zbtb44,240.0,63
Clec4f,86.0,37
Nkx2.2os,227.0,61
Gpd1l,381.0,65
Fosl2,305.0,62
Hfe,115.0,44
Ccdc159,192.0,56
Trcg1,188.0,63
Dscr3,284.0,59
Acacb,199.0,57
Fbxo10,324.0,64
Il20ra,119.0,51
Cckbr,477.0,67
Nfatc1,189.0,57
Srpk3,148.0,43
Rhbdf1,227.0,60
Vps33a,547.0,64
Acsm2,148.0,51
Unkl,287.0,58
Rtn4rl1,507.0,63
Morc2b,193.0,62
X1700001l05rik,151.0,49
Ikbkb,185.0,61
Xkrx,138.0,48
Lingo2,353.0,62
Midn,601.0,70
Tfe3,289.0,60
Sipa1,231.0,57
Zfyve1,402.0,63
Tgfb1i1,278.0,63
Aars2,313.0,62
Tead2,124.0,51
Tango6,227.0,62
Htra1,904.0,69
Bmp7,211.0,60
Pax1,162.0,48
Impg1,283.0,65
Mbd4,176.0,54
Rps6kc1,440.0,64
Elmo3,238.0,59
Lzts2,382.0,66
Hspa12b,162.0,54
Cdk5rap3,241.0,59
Ralgapb,342.0,65
Ephx3,217.0,61
Lpgat1,506.0,67
Rabep2,216.0,57
Patl1,258.0,61
Chrnb1,137.0,46
Trim37,707.0,65
Ciita,199.0,62
Igfn1,210.0,56
Dok1,189.0,58
Prrg3,275.0,60
Serpina1f,158.0,56
Krt79,146.0,50
Sim2,222.0,61
Trim54,164.0,55
Ddr2,218.0,60
Rab3il1,132.0,45
Letm1,544.0,67
Reps2,272.0,62
Sfxn1,365.0,63
Rttn,179.0,53
Brat1,301.0,61
Wdr78,187.0,55
Bmp10,194.0,56
Dapp1,168.0,52
Kif14,126.0,43
Zfp358,495.0,68
Dtx3,1133.0,69
Fn3krp,312.0,60
Rnf24,320.0,63
Lhpp,286.0,56
Heatr3,300.0,65
Sp1,222.0,57
Cdc42ep4,157.0,52
Aph1a,250.0,62
Kcng1,420.0,62
Far2,299.0,61
Fam19a2,238.0,56
Slc46a3,170.0,55
Nek6,215.0,59
Ncapg2,182.0,58
Plekhb1,720.0,70
Sypl,180.0,59
Enah,201.0,56
Dhodh,245.0,55
B3galnt1,384.0,61
Pou3f2,125.0,46
Dnah1,258.0,62
Sesn3,584.0,66
Hgfac,188.0,53
Wiz,405.0,65
Aspm,157.0,52
Papolg,201.0,58
Sec24d,267.0,65
Tll1,158.0,59
Slc30a7,114.0,48
Kifc2,650.0,67
Zfp608,386.0,64
Ocrl,215.0,57
Senp1,148.0,50
Dph7,163.0,49
Brca1,162.0,52
Pklr,164.0,58
Bcl6b,146.0,49
Tmem33,183.0,54
Ccdc134,200.0,57
Prkx,229.0,57
Kcnk1,438.0,68
Wnt9b,190.0,56
Nploc4,416.0,65
Ccl22,247.0,59
Slc9a3r1,584.0,68
Glis3,209.0,57
Fam46a,203.0,58
Fam78b,184.0,54
Utp20,248.0,64
Pcif1,401.0,63
Atp8b4,128.0,48
Invs,238.0,57
Mrm1,271.0,62
Agtpbp1,301.0,63
C2cd2l,635.0,65
Scarf2,174.0,55
Lims2,180.0,49
Cyp1a2,222.0,64
Mta1,946.0,67
Clip3,2640.0,70
Lrch1,198.0,55
Gpr146,262.0,61
Etv3,108.0,44
Gcc2,301.0,62
Ptger1,160.0,54
Slc34a1,85.0,33
Pank3,262.0,59
Fgfrl1,196.0,57
Adcy10,174.0,56
Atg4a,207.0,57
Atp7a,179.0,50
Tcirg1,172.0,55
Nisch,1641.0,70
Sirt3,802.0,69
Kcnq1,113.0,41
Dclre1b,257.0,61
Npc2,305.0,65
Btg2,477.0,65
Birc2,152.0,49
Rbpj,168.0,55
Spint1,165.0,51
Top3a,121.0,54
Gpr85,259.0,62
Klf17,164.0,57
Adsl,284.0,61
Fgd2,233.0,63
Dcun1d3,123.0,50
Ccdc32,705.0,67
Ssh2,274.0,62
Grb7,172.0,53
Sh2d3c,602.0,65
Myg1,210.0,58
Casq2,145.0,48
Gpr180,281.0,62
Plxnb3,274.0,63
Ppm1n,179.0,54
Npr3,270.0,56
Tfam,173.0,56
Rxfp3,166.0,55
Map3k4,290.0,63
Tie1,231.0,59
Ube4b,420.0,66
Mdn1,225.0,60
Disp1,166.0,51
Mmp15,231.0,60
Tmem199,288.0,59
Wdr5,346.0,69
Casp3,165.0,53
Abcb8,326.0,66
Agtr2,185.0,64
Neto2,293.0,63
Reck,249.0,66
Cntnap5b,159.0,53
Tssc1,522.0,67
Pycr2,439.0,65
Mon1b,266.0,65
Ubqlnl,198.0,60
Plec,823.0,69
Pyroxd2,153.0,50
Bub1,256.0,61
Tm9sf3,248.0,59
Cep68,117.0,48
Fam216b,186.0,64
Angptl4,133.0,51
Gp5,263.0,63
Zfp365,1094.0,66
Muc5b,134.0,48
Spns3,125.0,50
Plscr3,141.0,52
Mpo,192.0,60
Isyna1,337.0,63
Tmem132a,2879.0,68
Qrfp,212.0,57
Pgap1,136.0,52
Ubr2,386.0,63
Agmo,187.0,56
Nkapl,218.0,51
Rinl,116.0,48
Map3k11,390.0,66
Xrcc1,294.0,59
Treml2,140.0,48
Tnfrsf11b,125.0,51
Rnf208,558.0,64
Tlr3,191.0,58
Slc30a3,709.0,63
Fam160b1,230.0,60
B3galt1,134.0,56
Ssbp2,198.0,59
Ripk4,165.0,53
Pmepa1,323.0,59
Foxj3,228.0,63
Dpp6,466.0,63
Zfp711,174.0,56
Rrm1,166.0,61
Pex13,190.0,61
Vwce,142.0,57
Vgll3,167.0,52
Map2k6,292.0,63
Ntrk3,794.0,65
Adamts13,161.0,52
Spsb4,163.0,51
Hcrtr1,114.0,45
Klhl28,190.0,52
Scn10a,195.0,60
Rabgef1,366.0,63
Fbxl6,413.0,62
Nlrc3,168.0,52
Rab11fip5,334.0,64
Hnrnpl,1477.0,70
Lhfpl3,184.0,60
Faxc,373.0,63
Grik3,721.0,64
Trak2,597.0,64
Zfp651,321.0,62
Gm19466,155.0,50
Cln6,192.0,58
Efnb3,404.0,68
Axl,331.0,63
Zfp74,154.0,53
Stambp,316.0,63
Neurl1b,366.0,62
Taf1,252.0,60
Adprh,1208.0,70
Col9a1,202.0,56
Mcoln2,181.0,53
Kcnc4,640.0,66
Dnmt3a,346.0,63
Cdc27,200.0,58
Foxk1,249.0,59
Hsd3b7,158.0,50
Ptpn12,313.0,65
Crispld1,145.0,55
Cyp51,221.0,57
Rab17,193.0,56
Slc22a14,175.0,54
Ptafr,84.0,39
Smg8,297.0,61
Fkbp15,246.0,57
Inpp5d,160.0,48
Srrm4,201.0,62
Lrrc43,229.0,59
Fam114a2,397.0,61
Slc26a11,178.0,54
Tph2,156.0,49
Ahcyl1,535.0,70
Abca4,151.0,54
Polr2a,446.0,66
